OID,FID_1,Field1,category,id,latitude,longitude,general_ca,FID_2,label,altname,name,code,centroid_x,centroid_y
4059,570,611,arabian,L4KgepLC_hUgJ4h8dA5LcQ,51.523155,-0.174041,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4060,571,612,arabian,_s8jenrrSekM5N8-32HAvQ,51.5172563,-0.1718766,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4061,572,614,arabian,i8Arr99Fe-nYu9prwEBcIw,51.5200944,-0.1585491,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4062,573,615,arabian,bFpDYHBDU32Z-79Rgn2I5A,51.518889,-0.168084,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4063,576,618,pakistani,HhXFBPEkVnJcxfji04Xj_A,51.5126512,-0.1746656,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4064,577,619,pakistani,F2h5AF_4mkVr09aI4OpyPQ,51.51588739,-0.187602657,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4065,579,621,pakistani,1QzmZlxN3LRhBYYbCqjD-g,51.514952,-0.158385,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4066,582,624,pakistani,kLQ3raWgyAsrrRA7JkREdw,51.524401,-0.176095,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4067,590,632,pakistani,FGK443h81NbxdQV9Br6NmA,51.51407693,-0.178560211,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4068,599,641,pakistani,Qtz1ZQzdwd-0SAZUisqBQg,51.51556625,-0.189636132,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4069,600,642,pakistani,jpheMZIY-BTdqhnrFD_OFg,51.4989102,-0.1666376,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4070,603,645,pakistani,LXSUzE_cvDXXBXn1tskunA,51.5233173,-0.1601424,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4071,606,648,pakistani,rPodglBo0qnfzXco90kRdg,51.5139206,-0.1614501,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4072,610,652,pakistani,Inp4SSXuuYLQW8f3dfNpgw,51.523954,-0.167017,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4073,615,657,pakistani,bfziz0fLHdlGx0leLCtVCA,51.51477928,-0.196734665,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4074,619,661,pakistani,7mgqrICGQbnidKbsG59DmA,51.512868,-0.186255,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4075,620,662,pakistani,YVyNhAYfgDxa6rD1KpzDnA,51.5168477,-0.165285,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4076,621,663,pakistani,JDer4iz_k9XgbL2Rza0oDA,51.517765,-0.166343,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4077,622,664,pakistani,W2d8WdriCI8D2E7sOQUX2w,51.52041,-0.163556,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4078,626,668,pakistani,Kz1EA5ibKnLnd1wEbMksyQ,51.524612,-0.169365,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4079,633,675,pakistani,gV1nr43bvceLEd0xTxSjNg,51.5225702,-0.1586339,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4080,634,676,pakistani,e8mLphVuapRbDNRFf1peNA,51.5165858,-0.1721065,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4081,635,677,pakistani,jglKz6fZuzNDQ_KoV2AfAQ,51.5144446,-0.1755612,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4082,638,680,pakistani,_qIQ7-ZhWzBqw3OH-2ZGFg,51.516777,-0.172753,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4083,639,681,pakistani,oTmxGB_IfeUF4KAu8Vf7Tw,51.5119414,-0.1872401,Pakistani,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4084,646,689,mideastern,6qgvjggSnEXJu_0OjvhmmQ,51.5156246,-0.1910234,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4085,655,703,mideastern,IiviU65PI0J70Olz-hns0Q,51.52217075,-0.158171877,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4086,660,709,mideastern,3qkUGMiAg-Ra8prQNZafdA,51.5158714,-0.1745856,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4087,662,711,mideastern,v74S6fQcg4VO8BdZHOW6uw,51.52258025,-0.173982961,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4088,663,712,mideastern,1wOSTZJETef12fEFlmgTCA,51.535213,-0.190255,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4089,665,714,mideastern,VVkkKp0D1-6sSBzTRguGCA,51.5228233,-0.1738635,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4090,666,715,mideastern,-kozE5vs9ZhE1bjsBzoEkw,51.50164843,-0.158281609,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4091,667,716,mideastern,E1cACSqzTCS48reOXEqohA,51.522531,-0.173941,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4092,670,721,mideastern,T4xYLRLUsNweWbkmeC_kbw,51.518352,-0.168179,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4093,671,722,mideastern,dq0S5RtEEpaYAWLDZ204YA,51.51304832,-0.187454173,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4094,672,723,mideastern,r09j_X1W09ioOzwhNotb4Q,51.51575851,-0.174393997,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4095,674,727,mideastern,fBISOevSIq0mMSjQw-g2kw,51.517444,-0.171689,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4096,675,728,mideastern,r2RMhL04wzTF9hwNUbgBRw,51.51652579,-0.16484619,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4097,677,730,mideastern,XbugY6QoNAqYXhuM8YMA6Q,51.5323231,-0.1695444,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4098,678,731,mideastern,tLGWWMPShdRHEUimJHbrfQ,51.5188415,-0.1794932,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4099,679,732,mideastern,4qUyQ4PyHeZXpvPrDCeBuA,51.5242936,-0.2020159,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4100,680,733,mideastern,uhXeWRtInP6L0Dev9o6tXg,51.5329417,-0.1702799,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4101,681,735,mideastern,iq5Ouyx1sFtQQfp1zUic4Q,51.5144583,-0.1624859,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4102,682,736,mideastern,gHGc_FTH_4IX_hlEHDNo2A,51.51903534,-0.168266997,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4103,683,737,mideastern,0VajOVEAKIkiGYHQ4jQFcg,51.522372,-0.173957,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4104,684,738,mideastern,6uEECG3VZJvSSNd0DS3hWg,51.5233011,-0.1956528,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4105,685,739,mideastern,uusT7C4P840JZzbUz6gJtw,51.5229892,-0.1746183,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4106,686,740,mideastern,5SNh9Q89zRaN1YhIhbD5YQ,51.51641216,-0.164515925,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4107,689,744,mideastern,Sb6jRJLH4s7tEVqSoCP1qQ,51.522803,-0.174091,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4108,701,758,mideastern,axdUTFX5erVCgETljY_15Q,51.51527973,-0.19205388,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4109,702,759,mideastern,6zdVc_noXqjJLIohpSyIbw,51.5257356,-0.174713731,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4110,704,762,mideastern,FnkVTcMOl2ZFPblAvG8snA,51.51402801,-0.161326369,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4111,707,765,mideastern,GtsERGaXhpLrU8U445Y1Ww,51.501838,-0.158222,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4112,710,768,mideastern,fiAjPYu8xcjiOAlj9prO7w,51.5016728,-0.1623431,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4113,711,769,mideastern,KxW1FpIJzq3CXKhvn2BkrQ,51.51547,-0.163884,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4114,712,770,mideastern,Jgcdl_mPuGD5Jx9tveWP-Q,51.51848711,-0.168269997,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4115,714,772,mideastern,hLg5fxKmxMP5y7LJTtPSmg,51.52466965,-0.184762999,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4116,715,773,mideastern,nOTfYdubhIWePiFxZYtoDQ,51.5153388,-0.162436,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4117,717,776,mideastern,_XJJK2n_3NJWOk66wUN90g,51.51547,-0.163884,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4118,720,779,mideastern,cd1baDEChpUr7ylmJKqdTQ,51.515423,-0.1637274,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4119,721,780,mideastern,DuTBkKtOPR-9P-pVf5I98Q,51.5159687,-0.16476,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4120,722,781,mideastern,L5QFNLIxizc6YF7bHnv9qA,51.51576,-0.174394,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4121,723,782,mideastern,7Ovx-_4DYPZbmPe5gJbdjA,51.501707,-0.163808,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4122,724,783,mideastern,RRXFdYCK1Qjxubng_owbAg,51.51483154,-0.175426006,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4123,725,784,mideastern,Jvf6CJMRvhAkZgf0w4UBHA,51.515524,-0.189489,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4124,727,786,mideastern,iwr7w6GDCK6k-hA71T-3Rw,51.514458,-0.157846,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4125,728,787,mideastern,Sgy-iqpKahI_t98RRhMYlA,51.517389,-0.166992,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4126,729,788,mideastern,efD9O8UjHcJxJjQ9cSvhOg,51.4995643,-0.1636779,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4127,733,794,mideastern,BVLl9fx6SwFHXV94veBtww,51.5164646,-0.1647219,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4128,734,795,mideastern,-Ic9b2fxjCzvmHye2z35rQ,51.5152435,-0.162956,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4129,735,796,mideastern,EdvkaVRhb-5t2ArjS9SWgA,51.5226482,-0.159475,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4130,737,798,mideastern,Z9nUxF6zHfzluOG0Ga5bxQ,51.5151314,-0.1633217,Middle_Eastern,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4131,743,805,afghani,PgSRmEbfKv5_q-NKQFGUjQ,51.5207287,-0.1910519, ,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4132,744,806,australian,k41zE5iiFxKva8yjGbleEg,51.518888,-0.17827,Other,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4133,746,808,russian,Ag4vbe8zxa0ErN06CkRnqg,51.50181465,-0.162390467,Other,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4134,747,809,chinese,2NdnxONuSAsDkQPhU919tQ,51.51050056,-0.187244316,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4135,756,818,chinese,r6e1riScojLlPMhn2kK1Jw,51.510816,-0.186891,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4136,759,821,chinese,3ea8x8r0gsVy8ltQycldsA,51.5133736,-0.1874564,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4137,760,822,chinese,vOpRo1510_CeE_GFHsJGcg,51.51512,-0.19168,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4138,763,825,chinese,NYN7B2XfREPbxNl2swXkOw,51.5135789,-0.1712984,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4139,764,826,chinese,H2YAYN-AsqN8Lz2zej9xiQ,51.49918248,-0.164398552,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4140,765,827,chinese,Ou-G7LQxeWwQLswwMiJPvw,51.5134995,-0.1838577,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4141,771,833,chinese,bhzyaWss2sagvvco2uGdRA,51.5015651,-0.1624799,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4142,775,837,chinese,6yqhDUickUwxIwaIticYOg,51.5130037,-0.1874014,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4143,782,844,chinese,wBmbi5A6IHhf0Yh8aY7XvQ,51.511994,-0.187285,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4144,783,845,chinese,Rm2O6tzOsm36G9Q0wevPDg,51.5133324,-0.1874503,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4145,787,850,chinese,BuFA-nSzJxJcG1ZWEj4AYw,51.51926221,-0.181188583,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4146,789,852,chinese,n0cSf68Sz-3hh4VD6_8fMQ,51.516905,-0.173154,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4147,793,856,chinese,OiR1W6wUKnKn6TDBrvSqAg,51.5103615,-0.1871267,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4148,795,858,chinese,Tv3qPe2lxfVups2_ywcCuA,51.51052,-0.18387,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4149,798,861,chinese,MT6wrx9wsCYMIADzmUrtkA,51.5208964,-0.1709514,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4150,800,863,chinese,sm5NySrddpM6wQPbRntTJQ,51.5118263,-0.1876417,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4151,801,864,chinese,JAQqOtE_QF7zCtRdddQV7Q,51.5285275,-0.1975128,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4152,803,866,chinese,edwpPzGJYERnxjiBy0glFQ,51.4986035,-0.165901,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4153,804,867,chinese,iyVubenqZ-dscyj50NuHJw,51.5263254,-0.2073792,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4154,805,868,chinese,tCZkqKf5N2OciSpaUJCuAA,51.5150456,-0.157949,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4155,809,872,chinese,_02gr1dbEmmCimjxaADL-g,51.5134558,-0.1874687,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4156,810,873,chinese,2FOAHwuUcNIOGslNSZCRgg,51.5236871,-0.1973713,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4157,811,874,chinese,fDKbwT175xhoEoZQUwo1pw,51.5155566,-0.1916334,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4158,814,877,chinese,Ui8Y5D1HwIAVjwNRmXHyiw,51.516426,-0.173877,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4159,821,884,chinese,cbs1CEiIfEWdNJ0L6vhTNw,51.522696,-0.193793,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4160,822,885,chinese,nqTBv9h5WVZbfNcJqFxuDw,51.52830774,-0.201193662,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4161,826,889,chinese,N3T-6yr3iVY764Ygshn1Ng,51.514589,-0.188753,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4162,828,891,chinese,bhZk2SX0yP7bgtbyeA3aAg,51.5117716,-0.1876291,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4163,829,892,chinese,Lye2GET5R4RgimxwWh0eLA,51.52245251,-0.158978228,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4164,835,898,chinese,JM3fY2xurJ03Rioob3ng-w,51.5287994,-0.1975063,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4165,837,900,chinese,RGZ2q-8ZdkibWcLuBxKjLQ,51.514492,-0.1881619,Chinese,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4166,846,911,indpak,wk2mkp-qd0QUzETrX8NXGg,51.5117586,-0.187636,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4167,862,928,indpak,LcvTIRZp60dpkb6jc176HA,51.5134986,-0.1715077,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4168,866,933,indpak,xiTMF1l21OTdG64sM6pzPw,51.5259561,-0.1786058,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4169,872,942,indpak,RxxgDv9oVH1EojRazTjzQQ,51.5183902,-0.1888059,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4170,873,946,indpak,SwEEQ8tCT8MsQNm8qI2xiQ,51.5143046,-0.1679049,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4171,881,957,indpak,k_wWlcADU1e-BtZnXzJwPQ,51.5138855,-0.178332,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4172,885,965,indpak,GcNvcMEbFbk5vk62Smy75A,51.49895052,-0.166097812,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4173,887,971,indpak,SuHNXyLvOJ2erRO78_v1mQ,51.5149314,-0.1936516,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4174,891,977,indpak,e5loOJIhEOUBgw6VWzmQIA,51.5209579,-0.1710886,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4175,894,980,indpak,GCzXxV7gteIdWOMQXk_TMw,51.52391884,-0.167036447,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4176,897,984,indpak,c1xK19wRnX4UN6i0lybp-Q,51.52206,-0.16612,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4177,899,986,indpak,dR-YQzCqIiqnVT3_PaIt4Q,51.52519,-0.19722,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4178,901,990,indpak,nFmLOFZPwIZPohHy8FZvoQ,51.52588725,-0.161190033,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4179,906,1001,indpak,3NXDbMw9sckOtEXo4yrWpA,51.5154675,-0.1596002,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4180,909,1005,indpak,jhb45kdC_JIxzbOfb6zvew,51.5136833,-0.1593425,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4181,911,1009,indpak,SwVucNszKYobb0zHH-WZnQ,51.515393,-0.174509,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4182,923,1036,indpak,Atbs_HqHAviXMnB8SyEblw,51.51390457,-0.162218004,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4183,931,1054,indpak,nIIVzVSyqccHatwTNDcLyA,51.516769,-0.172206,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4184,933,1057,indpak,vHAZn2CZBgZvxoQQtTrKsA,51.5113876,-0.1870923,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4185,934,1059,indpak,f49LxG58RFdsI5Z0IiUzqQ,51.5170946,-0.170692,Indian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4186,941,1069,indonesian,y1VteCQTZojJ-H3tc5Q-dQ,51.51823092,-0.167822487,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4187,943,1071,malaysian,VRGItrDyJTZKNBN4HeK1AQ,51.5133999,-0.1792873,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4188,944,1072,malaysian,08OnUftxGa4co_Mc_gbsew,51.517626,-0.169519,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4189,945,1073,malaysian,jUIO7Se0sNFjSyoclBNxvA,51.5121532,-0.1854103,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4190,947,1076,malaysian,Uiac4JDiShARI0omqXagPQ,51.51210033,-0.187194251,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4191,949,1079,malaysian,eQEl25A-_Dili80iFxnXbQ,51.514832,-0.175426,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4192,950,1080,malaysian,Vzn49VK7APjNIuVl0Qihwg,51.51084211,-0.187372369,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4193,951,1081,malaysian,GeAJORS9O8Mg7xaVqsUn7g,51.5181579,-0.1697522,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4194,952,1084,malaysian,dOWhGhYEOhV9Ev6MEZkJJQ,51.51188081,-0.186681747,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4195,953,1085,malaysian,62BM65pKd-6Jmza0c68Lyg,51.5169754,-0.170633003,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4196,966,1100,thai,qrMbotEx3TzFSFllp_Tktw,51.512204,-0.175343,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4197,979,1114,thai,X-JK7qTChGBmxNwb8NycxQ,51.5258932,-0.1620451,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4198,983,1119,thai,nBW0rliuXG55RZC7TKB2yA,51.5260326,-0.1618644,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4199,984,1120,thai,rbOlPHMUVrXP0kPsfK_nKQ,51.51967026,-0.160769459,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4200,987,1123,thai,AYIJ76awaZddVDw_yTzeQQ,51.5189,-0.196278,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4201,989,1125,thai,BZGJNmq90Y9WVnWjDkQEdw,51.519706,-0.159375,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4202,995,1131,thai,-7Bk981zRbNSuj3IVkoWOg,51.49922708,-0.163771707,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4203,999,1136,thai,MMe7_zWFyGecmdbaZBeN-Q,51.5301422,-0.1858871,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4204,1002,1141,thai,HDGA2ANlmk8fA0OQJUqb0Q,51.5217592,-0.1576092,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4205,1007,1147,thai,acRh9RGWlfiZu0aHrRhfZw,51.5156167,-0.1886621,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4206,1012,1153,thai,Hk22zJgvR8NKYimQlR2IMA,51.51666138,-0.1672946,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4207,1018,1160,thai,58dSgA8yi-s4iq3zrJfddg,51.5129024,-0.187432766,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4208,1020,1162,thai,QJOpqErQQmoru5WlAdsbNA,51.5119991,-0.1872534,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4209,1033,1176,vietnamese,XOgfeRR5D8xwAmlzMGqqUA,51.52201722,-0.164618902,Southeast_Asian,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4210,1045,1189,japanese,76DKxToJ11k1GNJYPux5UQ,51.50094983,-0.16315197,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4211,1061,1206,japanese,je97zHcsRbKm5Ji10JtNSA,51.519827,-0.164761,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4212,1063,1208,japanese,45oXNUc6b1Hz9aOx672KtA,51.52547,-0.178892,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4213,1066,1211,japanese,OHul9fimgElPU2Jvo5GQPQ,51.5226969,-0.158014,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4214,1071,1217,japanese,RMPGpKzq3ksj-w_JFhBPdQ,51.50094986,-0.162940994,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4215,1078,1224,japanese,MquhxGDs7e2exFL96dLaBA,51.51913456,-0.18017241,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4216,1082,1229,japanese,HCWPDH-2-yTtrrvvndOEbA,51.51481662,-0.166228984,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4217,1092,1239,japanese,6R3CmNcYleaDINC6nAnqQg,51.51643808,-0.179156114,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4218,1093,1240,japanese,XtyLD5Qd8zTR2gFbWPLkpw,51.5155566,-0.1916334,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4219,1098,1245,japanese,79hPh_Oyq4KTvATIW8ScRQ,51.499136,-0.162987,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4220,1104,1252,japanese,lY5rOP1H2ToXy9kqmh4aYg,51.52254868,-0.158265993,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
4221,1105,1253,japanese,PPrKjDF_CMN4fRWwZ7hIbg,51.501594,-0.159817,Japanese_Korean,29,E09000033, ,Westminster,E09000033,-0.158849999,51.51290131
