OID,FID_1,Field1,category,id,latitude,longitude,general_ca,FID_2,label,altname,name,code,centroid_x,centroid_y
901,1798,3319,chinese,GszByIrzj9U-B7Qcq0Cyeg,51.5607349,0.2205603,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
902,1801,3324,chinese,HdJZfjR5BbaMn6Ys0nvADA,51.5747524,0.1864764,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
903,1802,3325,chinese,JZsLQrj43FRm1XdeBZq1og,51.5935996,0.2336314,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
904,1803,3326,chinese,EWolHpk-XNyorStQdkoWkw,51.5631582,0.2138535,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
905,1804,3328,chinese,FhP5H7TJWIZFbGwhptAuTA,51.574551,0.18604,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
906,1805,3329,chinese,GVqUU2HgPfnDH5QButPQ7g,51.5630745,0.216622,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
907,1808,3333,chinese,ony87Vk5UI_qagMSOoItXQ,51.6034194,0.2488033,Chinese,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
908,1811,3340,indpak,-RwZpm6nJXiCtxLjOEJSOA,51.5708836,0.219211,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
909,1812,3341,indpak,zjk8oi19fVMWgbk6ZdXjkw,51.5748408,0.1868098,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
910,1813,3344,indpak,XpkaisH7VGrnhraw-Udw-g,51.59321116,0.23383858,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
911,1815,3350,indpak,agnTqAZfQJfoZ-IJQ64RzA,51.57687817,0.177885625,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
912,1816,3351,indpak,hmH7EwXsQxVhTnl47WjVbw,51.5563439,0.2506885,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
913,1819,3358,indpak,nF2godBTd3gAip96VcWuww,51.51848743,0.191383226,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
914,1820,3360,indpak,XnOvGrHZtDI9vg9ftEIpww,51.5653642,0.172098,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
915,1821,3361,indpak,yqrF_B1375UdcNspenfVhA,51.58657837,0.200865999,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
916,1822,3363,indpak,2hUr1ED5l_xVDY6pngg13Q,51.56868662,0.267764356,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
917,1824,3368,indpak,5jrJIPwLeECIDmYIH8BIvg,51.5872,0.2026027,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
918,1825,3369,indpak,NZZRQLiy8IPYKCk_w-QToA,51.552487,0.247673,Indian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
919,1828,3380,thai,56VbL9Jgvx2X1qbRVA7R7g,51.5620417,0.2207214,Southeast_Asian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
920,1829,3382,thai,bF7EIJymseManucE-MNL3A,51.55248642,0.247673839,Southeast_Asian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
921,1830,3383,thai,LQXB_jGE3pLt7902q54NyA,51.55150031,0.199037567,Southeast_Asian,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
922,1831,3389,asianfusion,YRMdiihdXxbI4L1RHJsisA,51.57520407,0.180861056,Other,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
923,1832,3394,tradamerican,-VV9_QysiO50or1mTBqx9g,51.5603806,0.2203601,American,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
924,1833,3399,tradamerican,Qk3YSw48W7Ak69C_g3fv2w,51.5753639,0.1829167,American,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
925,1834,3400,tradamerican,g0BbsNIPy6Et3xLjl0YHPQ,51.57955431,0.184980263,American,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
926,1836,3415,brazilian,TeIrFkjyKStkxqkKnpt5_A,51.576287,0.181678,Latin_American,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
927,1837,3416,caribbean,hNn7NFJfS-X3bJONeTo-VQ,51.5778689,0.1784815,Latin_American,3,E09000016, ,Havering,E09000016,0.222064003,51.56259918
928,1838,3417,italian,dTYdgVJepxWXwzeMr3ATBQ,51.357117,-0.170056,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
929,1839,3418,italian,zXTIkFAInz1DxPDhWCgOog,51.358882,-0.191037,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
930,1840,3419,italian,12tlz31IDUfhS8cNslId0w,51.3584776,-0.1950862,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
931,1841,3420,italian,kl8lMxAqhma54VodHkaKaQ,51.3586311,-0.1911691,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
932,1844,3423,italian,5ALTaS80UMHlR2P3iXqE9w,51.3626913,-0.1677047,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
933,1845,3425,italian,9-kXQmFWfE-QEnKIESOx9w,51.3596885,-0.149641,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
934,1846,3426,italian,jf6rgat0bLYhabyxpSYklA,51.360249,-0.191878,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
935,1851,3432,italian,_DmENfPpHOXUkBPbKBdJbA,51.357796,-0.217565,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
936,1853,3434,italian,-IkG1lKx5wobstRLGQOTlQ,51.3594246,-0.1383095,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
937,1855,3436,italian,5pozC_ctnkuGj7EJUiR0Ng,51.358267,-0.145822,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
938,1857,3438,italian,uYrSRFrbazUZUFk4KsrT9w,51.3577449,-0.2179,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
939,1858,3439,italian,TzxbuY7Zt0DeN2vrhxrYyA,51.3613805,-0.1915059,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
940,1871,3455,italian,gBnUKrfHzvoT86XYVuaSOA,51.3566339,-0.2163204,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
941,1877,3461,french,OWIWW_BSmEoyvYuv301lDA,51.36010172,-0.191410865,French,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
942,1882,3466,spanish,3A72QNxsBegPsBG9QLFzEA,51.3617395,-0.1503624,European_Other,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
943,1884,3468,portuguese,HvDq_9cpRWTLKR2j8KZrrw,51.360074,-0.191981,European_Other,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
944,1886,3470,portuguese,Evs50Fac5NOWL5eLRDPggg,51.35847218,-0.145182269,European_Other,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
945,1898,3482,mediterranean,BbmfJ6dokwvgPl_mJ5fcqg,51.35807877,-0.190835635,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
946,1902,3488,greek,tP_A1he8PTShYruJ44RZiw,51.3729058,-0.1685635,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
947,1905,3493,turkish,2u8twr0juOPhmf_bcp-RnQ,51.36631312,-0.152769328,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
948,1907,3497,pakistani,i52Jh1PBk070EtAxfNLw0A,51.3685837,-0.1949526,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
949,1910,3501,pakistani,jJF1p61koQqskM6GUwoMFA,51.3584208,-0.1447541,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
950,1911,3502,pakistani,Co8On-deKNhSQKpz9fTTEQ,51.3566969,-0.2159714,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
951,1912,3504,pakistani,9fX2BsMC_yUmvq-JHN4N-w,51.3794186,-0.1552644,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
952,1914,3506,pakistani,vcAgRRVT5bzUhpPyoMTbIQ,51.359094,-0.140828,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
953,1918,3510,pakistani,rVua2fbjQbiV8WVx021L9g,51.356883,-0.17006,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
954,1928,3520,pakistani,Lo-q2yboBHoKxman0d9vig,51.3706632,-0.1945673,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
955,1936,3528,chinese,H4xyBzCKRt7Bc8rvmzalPg,51.36987305,-0.195230007,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
956,1937,3529,chinese,cvZCDlMB8PwvTIW3yQXaVw,51.359105,-0.192091,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
957,1941,3533,chinese,Q4aWcSIFZb25iQh95q6tFQ,51.3678804,-0.1319237,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
958,1944,3536,chinese,khCLpUSXov7VcVpENI3K8Q,51.3609626,-0.2183063,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
959,1945,3537,chinese,9p1dxVyXB2doVWzMvvvaUQ,51.3599892,-0.1490791,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
960,1948,3540,chinese,t6fqcdORNEOd33aF8E2vhw,51.36878644,-0.194900036,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
961,1952,3544,chinese,Zmj_dKWg888obUrvRHsHFQ,51.366341,-0.205735,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
962,1961,3554,chinese,UtcqwsLiJSKPv8APIQkRoA,51.354811,-0.214817,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
963,1971,3565,indpak,lEy2ZKX_5jnBodVJjdP0uQ,51.3675268,-0.1314735,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
964,1972,3566,indpak,a0U7RKiFeKw9_7N_ptKQBg,51.3585105,-0.1914848,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
965,1976,3570,indpak,WXks5j1R2r6RQlJE8MvFHg,51.3654944,-0.1595812,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
966,1977,3572,indpak,L7thfAiSFo6MfS6v1Y3rCg,51.358966,-0.143491,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
967,1978,3573,indpak,U0CAg7FmUfKBEAHmfbY1YA,51.36573838,-0.158922169,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
968,1990,3605,indpak,LQXPwry7phcbmI67LbujBw,51.369606,-0.194824,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
969,1998,3620,indpak,3KoDpldrdQESyDt8-pjKHg,51.3581497,-0.2151532,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
970,2003,3631,thai,0rIgROIwVe145uVmV1I43w,51.3612174,-0.1926473,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
971,2004,3632,thai,moSFTmwVoECWlobpRVJTUQ,51.3661768,-0.1804493,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
972,2005,3633,thai,w8-LBp3WAgE1v_cUpXb05A,51.3658131,-0.1594123,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
973,2006,3634,thai,kylq19qAyMZs9yrmBlcsGA,51.35752769,-0.148067996,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
974,2008,3636,thai,W_XqF5hRdyxsC0l5RyWGZA,51.3581776,-0.2166461,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
975,2011,3641,thai,nV9QI8rhNkBYvmtsjQ81sw,51.3709869,-0.1944826,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
976,2013,3643,thai,e0wmxklkxgUJ9wjZ_8uHZg,51.36293642,-0.168270668,Southeast_Asian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
977,2023,3653,japanese,_NuV1clKUZ9Lm1doSuoBmw,51.3682822,-0.1625824,Japanese_Korean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
978,2033,3669,tradamerican,sRR7994Kz_sjz2MqxEQ9IQ,51.3589014,-0.2163299,American,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
979,2037,3673,tradamerican,sr6yGJcluJ1bbAJU16kMfg,51.3652955,-0.1935304,American,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
980,2775,4550,chinese,mqHJh8fCsNeTKjd0Dby4gg,51.3624605,-0.1219051,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
981,2899,4732,japanese,tkbW985Y-faXLvSPq3jcaQ,51.36968936,-0.124865251,Japanese_Korean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
982,3021,4887,italian,Mc68-14kLxXdNKUBXEU5YA,51.377991,-0.2401327,Italian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
983,3104,4999,mediterranean,SEXtxRP9xtFJzxYbugcWvQ,51.3795937,-0.2432523,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
984,3115,5020,turkish,pPOacxzQcwp_RycUOTDZyQ,51.372522,-0.226792,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
985,3116,5021,turkish,unYwhXqeQMvVRVElgbz7bw,51.378139,-0.240269,Mediterranean,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
986,3122,5030,pakistani,JXkpLjrVIOBJ_KlHCckKgg,51.3780905,-0.2402829,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
987,3142,5060,chinese,viEVAUBfCyiE0sR6CFt2Kw,51.370638,-0.22889,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
988,3149,5067,chinese,j674-FNPJgiE1REeh8T4tg,51.370566,-0.228835015,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
989,3156,5079,chinese,eIT1U_YjZxpnZ8OZjzt-uQ,51.37164437,-0.227647534,Chinese,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
990,3175,5112,indpak,vE-Pkp2Qv5gt2k4LIHoxtg,51.3716583,-0.2287629,Indian,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
991,3261,5276,newamerican,13HFHMNcdyRe7h9DdydMFA,51.3736583,-0.2254084,American,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
992,3265,5282,tradamerican,QcyVDnlYPK7XV8XD7ne38A,51.37763642,-0.239743879,American,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
993,3277,5299,mexican,vs1kK3ZyBnmOo39S-hiXbA,51.3715314,-0.2276057,Latin_American,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
994,3687,6501,pakistani,WdAXGC5yPiznj9VDXFOeyA,51.3760079,-0.222741,Pakistani,4,E09000029, ,Sutton,E09000029,-0.175993994,51.36149979
995,2050,3688,italian,oHktXJcT5L3IU9rm9W1Uyw,51.6606794,-0.086853,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
996,2051,3689,italian,SqzbC2O5wbJ9BSmswL30ew,51.6508961,-0.0801491,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
997,2052,3690,italian,kDGuMSc_y5olwFJhUtoWTA,51.6345793,-0.093729,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
998,2053,3691,italian,09L0QBLX2LxJDhVk-vjYkg,51.6326589,-0.0945643,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
999,2055,3693,italian,H673Y-CuCPS8qZLP5RtunQ,51.65235756,-0.080871546,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1000,2057,3695,italian,NfE08qMhk6X2j4LIPCfftQ,51.61811066,-0.109503999,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1001,2058,3697,italian,8egGtAP22rhFBqQArh4gmw,51.6313219,-0.0958376,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1002,2060,3699,italian,79RefFRO63XBgbEwNWz_eg,51.65936241,-0.087864694,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1003,2064,3703,italian,c9hhUwsWIZkcebvi_qfIxw,51.6334455,-0.130908822,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1004,2067,3706,italian,XBi-i0oiGNAK6Te_D5n7rw,51.6202385,-0.10629,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1005,2074,3713,italian,oPIwqB2OQ5rjjX-U58BJqA,51.652388,-0.081233,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1006,2076,3715,italian,cws1D2Gnsy5BHaQi-VvYbA,51.634554,-0.093763,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1007,2087,3726,italian,NvC0H3eNBZ5NK4aJPXWDzw,51.6537026,-0.0930851,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1008,2106,3745,italian,oqH7AblN_T7q5wENSEH8Qg,51.6126328,-0.120817,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1009,2108,3747,italian,CSEt4Jy7pspNsiXLykK4WA,51.61947122,-0.106800977,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1010,2111,3751,italian,NM4nwaI2gAy2wczWVKZ6nQ,51.633542,-0.130957,Italian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1011,2121,3762,french,9qBh-P8qFSDEdrzTDrPo0w,51.65376638,-0.091774645,French,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1012,2124,3765,french,gLuwuikrkz-nRJ5aws_l6w,51.6240979,-0.1231796,French,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1013,2126,3767,french,wwZIBGpYyRg804qrN4QQJA,51.6244011,-0.1232413,French,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1014,2139,3780,spanish,kqv_sWIerU3W4mfUcaVPGw,51.6326696,-0.1269391,European_Other,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1015,2141,3782,portuguese,yt2DbDs0SkLB3dqmT544dQ,51.6520583,-0.0812782,European_Other,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1016,2144,3785,portuguese,y_U5RwE-zgweQrSUCzDU9g,51.66403033,-0.083622895,European_Other,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1017,2149,3790,african,ROnpoN95Zh2m3PGN4YKiKg,51.658319,-0.047545,African,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1018,2167,3809,mediterranean,BEPgOnvhSDSeJBn32qvvgA,51.61950871,-0.109176636,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1019,2174,3818,mediterranean,Fj_b2mcFMRN8FDuB9IfydA,51.6095052,-0.1101264,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1020,2179,3824,mediterranean,n0a3FnemC1AxhWQof7-zWg,51.62297753,-0.061467093,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1021,2184,3829,mediterranean,7ustyxHdsJVbONZSGk5MDw,51.624352,-0.123114,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1022,2188,3833,greek,loRLm8n4SH1fYMreNW9frQ,51.6264798,-0.0986869,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1023,2189,3834,greek,WP-m9WI4WAAKVzDK1ALW6A,51.6190796,-0.1126615,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1024,2193,3844,greek,Xc8ug4T9hwFoJ2I3O85ERw,51.6336287,-0.100945,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1025,2196,3849,kebab,pw3OLJSbZluhqCpAJmxpmA,51.6316,-0.0957004,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1026,2199,3852,turkish,4nbm6cu0rOfJdxHpW-Z9cA,51.62560678,-0.065060154,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1027,2200,3853,turkish,LdyCwrXLZu-LHpuycvjYPQ,51.63081353,-0.055854096,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1028,2201,3854,turkish,hqoej0TlQf5DaDlFMK8W6Q,51.6175474,-0.0633955,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1029,2202,3855,turkish,L4jBRIW32eV_BiAGs3usYA,51.65786471,-0.048279727,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1030,2203,3856,turkish,b6q1dSL1CnVGngwMS7cw3A,51.64802515,-0.046623862,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1031,2204,3857,turkish,B8xQ70SGBqBgxvLt3oxGCA,51.667605,-0.04294,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1032,2212,3866,turkish,WT68dSaiyOvLHExtNVAeBA,51.63445418,-0.103108703,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1033,2213,3867,turkish,BYBxIv4vRlQRpxEyHG5pQw,51.6160164,-0.0731043,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1034,2214,3869,turkish,4jgS2-wzv-7jeGDy-fPb_Q,51.62281,-0.06164,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1035,2216,3871,turkish,-yzxlTfPwRGOftU30kurmA,51.6272789,-0.1256425,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1036,2220,3877,turkish,HvtQzIblrKAAq8ukfkREnQ,51.65356848,-0.080378191,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1037,2237,3896,turkish,RUPIg1ewNiOETB6-oG88DQ,51.6327817,-0.1280527,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1038,2245,3908,turkish,IuxoO5C2NgTSLBj8zAMsgg,51.6246936,-0.0589553,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1039,2246,3909,turkish,xbDzpzAZmD7VthOrerzv8w,51.6698951,-0.0414191,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1040,2249,3912,turkish,UqBO0COqphXws7a8Dshevw,51.6112005,-0.1093051,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1041,2255,3918,turkish,V8XoYmpstdkh3zYTW5ZcAA,51.61664343,-0.10925308,Mediterranean,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1042,2257,3920,pakistani,Dc2H6JQdWdoGNWxOZVOKGw,51.63675603,-0.08202761,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1043,2258,3921,pakistani,x-YZyybo3aDJf1_-gjaxVg,51.6515839,-0.0804085,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1044,2259,3922,pakistani,GH-ZqurO_wtAvIi2xO9OjQ,51.653784,-0.093491,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1045,2260,3923,pakistani,0ULDl5MwOj7IRvgusM3qhQ,51.6225273,-0.0616754,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1046,2262,3925,pakistani,h-H4abGpb6Pf4si9rBTY0A,51.6422631,-0.0678633,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1047,2263,3926,pakistani,7vTy6ekdoD0E7CRewUE0wA,51.63196216,-0.055047799,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1048,2264,3927,pakistani,0EIYKcxaaqfQX6XDwgwEqQ,51.6193114,-0.1132698,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1049,2270,3933,pakistani,_OQuEP639tjesWHEqOZfIA,51.659609,-0.087289,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1050,2280,3943,pakistani,v2QipFTkGaCetG8VrPqsow,51.632322,-0.126628,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1051,2281,3944,pakistani,0R2RtagkwGEa34zIerkxFA,51.66743622,-0.042406539,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1052,2283,3947,pakistani,6Z_LThKYuxU3KH7FmBLKoA,51.6318292,-0.0957024,Pakistani,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1053,2286,3951,mideastern,WJIU6OxOIsE3bgh3TddSYQ,51.62716196,-0.125787882,Middle_Eastern,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1054,2288,3953,mideastern,RMnbNzVbddgeRLX993w69g,51.63221911,-0.126389539,Middle_Eastern,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1055,2295,3962,chinese,YzirJAAudm4dUGStkCLjfg,51.6351624,-0.0931385,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1056,2298,3965,chinese,4jgE0bxz7vkiesilQyd9eQ,51.650918,-0.06123,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1057,2309,3978,chinese,FcgoHFf0JwKQuUChkzBxFg,51.6320584,-0.0549729,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1058,2311,3980,chinese,eiQ4c9b-nE246lv8rdl3LA,51.60971726,-0.116552159,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1059,2313,3982,chinese,eUZDn4OEIhE4rGX0L59QfA,51.63206188,-0.128620776,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1060,2322,3991,chinese,7YYK5-_Wiv5fQ0j6QVQV7g,51.6162262,-0.1346362,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1061,2326,3995,chinese,G5cDXvh5GL6mY-KDeCkaNw,51.616742,-0.085568,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1062,2327,3996,chinese,EBFFKKsr0PtLmUtFNAYcYg,51.64717705,-0.132215854,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1063,2334,4003,chinese,2HmZviXqga3jYGCrQ4pU5g,51.6181765,-0.1100973,Chinese,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1064,2335,4004,indpak,9ygXLePEhA-efs-OTsSjeQ,51.6614418,-0.0870264,Indian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1065,2336,4007,indpak,bZ0Id5AnyoliQ4HRf8IkSw,51.6346981,-0.1029074,Indian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
1066,2338,4010,indpak,ypGCH7pze_rEhQSsX6M0aA,51.641962,-0.096444,Indian,5,E09000010, ,Enfield,E09000010,-0.085666299,51.65050125
