OID,category,id,latitude,longitude,general_ca,label,name,code
885,portuguese,5cl0BMlqhgrAianKxgvPIQ,51.574896,0.179808,European_Other,E09000016,Havering,E09000016
886,mediterranean,JTmf6ET7TyEnbAD4r59HvQ,51.55721311,0.249488563,Mediterranean,E09000016,Havering,E09000016
887,mediterranean,ri23ECNKzzaEZYOt5EZ-tw,51.5430599,0.2501,Mediterranean,E09000016,Havering,E09000016
888,turkish,HmJtXJJ7wBdhbb1oVjpULQ,51.569015,0.220077,Mediterranean,E09000016,Havering,E09000016
889,turkish,xMfPdn2g4CB-xrYNQ7Q3Qg,51.5777905,0.1809608,Mediterranean,E09000016,Havering,E09000016
890,pakistani,_E5gmZYvbZJz8eqLKWgPmw,51.556512,0.2520697,Pakistani,E09000016,Havering,E09000016
891,pakistani,9b5uKOEFLOIOp5hg15_Z-A,51.5742,0.184345,Pakistani,E09000016,Havering,E09000016
892,pakistani,5rH5bS9RKui5jtbT_3mp1Q,51.558441,0.2382,Pakistani,E09000016,Havering,E09000016
893,pakistani,DtbB3WdeB7k5hz22Pq09dA,51.5563524,0.2509897,Pakistani,E09000016,Havering,E09000016
894,pakistani,p1jgOvNnH-31jr0lwIbG-A,51.593892,0.234398,Pakistani,E09000016,Havering,E09000016
895,pakistani,iXlki-w_5I0V5y3K43qUXg,51.5561855,0.2516213,Pakistani,E09000016,Havering,E09000016
896,pakistani,nNIr7R7id5XheEZX_e6n4Q,51.5651304,0.1899746,Pakistani,E09000016,Havering,E09000016
897,chinese,ujc55GeMaWvGW9Nk8jZygw,51.5565924,0.2526629,Chinese,E09000016,Havering,E09000016
898,chinese,vLY8s8lMAdpo03z4f0TCiA,51.561579,0.2228843,Chinese,E09000016,Havering,E09000016
899,chinese,g7VeVZl-BVwxOJYF0nR3TA,51.5590322,0.2208169,Chinese,E09000016,Havering,E09000016
900,chinese,xvu_OgIf4uCTDaCKmHsnNw,51.5563891,0.2504526,Chinese,E09000016,Havering,E09000016
901,chinese,GszByIrzj9U-B7Qcq0Cyeg,51.5607349,0.2205603,Chinese,E09000016,Havering,E09000016
902,chinese,HdJZfjR5BbaMn6Ys0nvADA,51.5747524,0.1864764,Chinese,E09000016,Havering,E09000016
903,chinese,JZsLQrj43FRm1XdeBZq1og,51.5935996,0.2336314,Chinese,E09000016,Havering,E09000016
904,chinese,EWolHpk-XNyorStQdkoWkw,51.5631582,0.2138535,Chinese,E09000016,Havering,E09000016
905,chinese,FhP5H7TJWIZFbGwhptAuTA,51.574551,0.18604,Chinese,E09000016,Havering,E09000016
906,chinese,GVqUU2HgPfnDH5QButPQ7g,51.5630745,0.216622,Chinese,E09000016,Havering,E09000016
907,chinese,ony87Vk5UI_qagMSOoItXQ,51.6034194,0.2488033,Chinese,E09000016,Havering,E09000016
908,indpak,-RwZpm6nJXiCtxLjOEJSOA,51.5708836,0.219211,Indian,E09000016,Havering,E09000016
909,indpak,zjk8oi19fVMWgbk6ZdXjkw,51.5748408,0.1868098,Indian,E09000016,Havering,E09000016
910,indpak,XpkaisH7VGrnhraw-Udw-g,51.59321116,0.23383858,Indian,E09000016,Havering,E09000016
911,indpak,agnTqAZfQJfoZ-IJQ64RzA,51.57687817,0.177885625,Indian,E09000016,Havering,E09000016
912,indpak,hmH7EwXsQxVhTnl47WjVbw,51.5563439,0.2506885,Indian,E09000016,Havering,E09000016
913,indpak,nF2godBTd3gAip96VcWuww,51.51848743,0.191383226,Indian,E09000016,Havering,E09000016
914,indpak,XnOvGrHZtDI9vg9ftEIpww,51.5653642,0.172098,Indian,E09000016,Havering,E09000016
915,indpak,yqrF_B1375UdcNspenfVhA,51.58657837,0.200865999,Indian,E09000016,Havering,E09000016
916,indpak,2hUr1ED5l_xVDY6pngg13Q,51.56868662,0.267764356,Indian,E09000016,Havering,E09000016
917,indpak,5jrJIPwLeECIDmYIH8BIvg,51.5872,0.2026027,Indian,E09000016,Havering,E09000016
918,indpak,NZZRQLiy8IPYKCk_w-QToA,51.552487,0.247673,Indian,E09000016,Havering,E09000016
919,thai,56VbL9Jgvx2X1qbRVA7R7g,51.5620417,0.2207214,Southeast_Asian,E09000016,Havering,E09000016
920,thai,bF7EIJymseManucE-MNL3A,51.55248642,0.247673839,Southeast_Asian,E09000016,Havering,E09000016
921,thai,LQXB_jGE3pLt7902q54NyA,51.55150031,0.199037567,Southeast_Asian,E09000016,Havering,E09000016
922,asianfusion,YRMdiihdXxbI4L1RHJsisA,51.57520407,0.180861056,Other,E09000016,Havering,E09000016
923,tradamerican,-VV9_QysiO50or1mTBqx9g,51.5603806,0.2203601,American,E09000016,Havering,E09000016
924,tradamerican,Qk3YSw48W7Ak69C_g3fv2w,51.5753639,0.1829167,American,E09000016,Havering,E09000016
925,tradamerican,g0BbsNIPy6Et3xLjl0YHPQ,51.57955431,0.184980263,American,E09000016,Havering,E09000016
926,brazilian,TeIrFkjyKStkxqkKnpt5_A,51.576287,0.181678,Latin_American,E09000016,Havering,E09000016
927,caribbean,hNn7NFJfS-X3bJONeTo-VQ,51.5778689,0.1784815,Latin_American,E09000016,Havering,E09000016
928,italian,dTYdgVJepxWXwzeMr3ATBQ,51.357117,-0.170056,Italian,E09000029,Sutton,E09000029
929,italian,zXTIkFAInz1DxPDhWCgOog,51.358882,-0.191037,Italian,E09000029,Sutton,E09000029
930,italian,12tlz31IDUfhS8cNslId0w,51.3584776,-0.1950862,Italian,E09000029,Sutton,E09000029
931,italian,kl8lMxAqhma54VodHkaKaQ,51.3586311,-0.1911691,Italian,E09000029,Sutton,E09000029
932,italian,5ALTaS80UMHlR2P3iXqE9w,51.3626913,-0.1677047,Italian,E09000029,Sutton,E09000029
933,italian,9-kXQmFWfE-QEnKIESOx9w,51.3596885,-0.149641,Italian,E09000029,Sutton,E09000029
934,italian,jf6rgat0bLYhabyxpSYklA,51.360249,-0.191878,Italian,E09000029,Sutton,E09000029
935,italian,_DmENfPpHOXUkBPbKBdJbA,51.357796,-0.217565,Italian,E09000029,Sutton,E09000029
936,italian,-IkG1lKx5wobstRLGQOTlQ,51.3594246,-0.1383095,Italian,E09000029,Sutton,E09000029
937,italian,5pozC_ctnkuGj7EJUiR0Ng,51.358267,-0.145822,Italian,E09000029,Sutton,E09000029
938,italian,uYrSRFrbazUZUFk4KsrT9w,51.3577449,-0.2179,Italian,E09000029,Sutton,E09000029
939,italian,TzxbuY7Zt0DeN2vrhxrYyA,51.3613805,-0.1915059,Italian,E09000029,Sutton,E09000029
940,italian,gBnUKrfHzvoT86XYVuaSOA,51.3566339,-0.2163204,Italian,E09000029,Sutton,E09000029
941,french,OWIWW_BSmEoyvYuv301lDA,51.36010172,-0.191410865,French,E09000029,Sutton,E09000029
942,spanish,3A72QNxsBegPsBG9QLFzEA,51.3617395,-0.1503624,European_Other,E09000029,Sutton,E09000029
943,portuguese,HvDq_9cpRWTLKR2j8KZrrw,51.360074,-0.191981,European_Other,E09000029,Sutton,E09000029
944,portuguese,Evs50Fac5NOWL5eLRDPggg,51.35847218,-0.145182269,European_Other,E09000029,Sutton,E09000029
945,mediterranean,BbmfJ6dokwvgPl_mJ5fcqg,51.35807877,-0.190835635,Mediterranean,E09000029,Sutton,E09000029
946,greek,tP_A1he8PTShYruJ44RZiw,51.3729058,-0.1685635,Mediterranean,E09000029,Sutton,E09000029
947,turkish,2u8twr0juOPhmf_bcp-RnQ,51.36631312,-0.152769328,Mediterranean,E09000029,Sutton,E09000029
948,pakistani,i52Jh1PBk070EtAxfNLw0A,51.3685837,-0.1949526,Pakistani,E09000029,Sutton,E09000029
949,pakistani,jJF1p61koQqskM6GUwoMFA,51.3584208,-0.1447541,Pakistani,E09000029,Sutton,E09000029
950,pakistani,Co8On-deKNhSQKpz9fTTEQ,51.3566969,-0.2159714,Pakistani,E09000029,Sutton,E09000029
951,pakistani,9fX2BsMC_yUmvq-JHN4N-w,51.3794186,-0.1552644,Pakistani,E09000029,Sutton,E09000029
952,pakistani,vcAgRRVT5bzUhpPyoMTbIQ,51.359094,-0.140828,Pakistani,E09000029,Sutton,E09000029
953,pakistani,rVua2fbjQbiV8WVx021L9g,51.356883,-0.17006,Pakistani,E09000029,Sutton,E09000029
954,pakistani,Lo-q2yboBHoKxman0d9vig,51.3706632,-0.1945673,Pakistani,E09000029,Sutton,E09000029
955,chinese,H4xyBzCKRt7Bc8rvmzalPg,51.36987305,-0.195230007,Chinese,E09000029,Sutton,E09000029
956,chinese,cvZCDlMB8PwvTIW3yQXaVw,51.359105,-0.192091,Chinese,E09000029,Sutton,E09000029
957,chinese,Q4aWcSIFZb25iQh95q6tFQ,51.3678804,-0.1319237,Chinese,E09000029,Sutton,E09000029
958,chinese,khCLpUSXov7VcVpENI3K8Q,51.3609626,-0.2183063,Chinese,E09000029,Sutton,E09000029
959,chinese,9p1dxVyXB2doVWzMvvvaUQ,51.3599892,-0.1490791,Chinese,E09000029,Sutton,E09000029
960,chinese,t6fqcdORNEOd33aF8E2vhw,51.36878644,-0.194900036,Chinese,E09000029,Sutton,E09000029
961,chinese,Zmj_dKWg888obUrvRHsHFQ,51.366341,-0.205735,Chinese,E09000029,Sutton,E09000029
962,chinese,UtcqwsLiJSKPv8APIQkRoA,51.354811,-0.214817,Chinese,E09000029,Sutton,E09000029
963,indpak,lEy2ZKX_5jnBodVJjdP0uQ,51.3675268,-0.1314735,Indian,E09000029,Sutton,E09000029
964,indpak,a0U7RKiFeKw9_7N_ptKQBg,51.3585105,-0.1914848,Indian,E09000029,Sutton,E09000029
965,indpak,WXks5j1R2r6RQlJE8MvFHg,51.3654944,-0.1595812,Indian,E09000029,Sutton,E09000029
966,indpak,L7thfAiSFo6MfS6v1Y3rCg,51.358966,-0.143491,Indian,E09000029,Sutton,E09000029
967,indpak,U0CAg7FmUfKBEAHmfbY1YA,51.36573838,-0.158922169,Indian,E09000029,Sutton,E09000029
968,indpak,LQXPwry7phcbmI67LbujBw,51.369606,-0.194824,Indian,E09000029,Sutton,E09000029
969,indpak,3KoDpldrdQESyDt8-pjKHg,51.3581497,-0.2151532,Indian,E09000029,Sutton,E09000029
970,thai,0rIgROIwVe145uVmV1I43w,51.3612174,-0.1926473,Southeast_Asian,E09000029,Sutton,E09000029
971,thai,moSFTmwVoECWlobpRVJTUQ,51.3661768,-0.1804493,Southeast_Asian,E09000029,Sutton,E09000029
972,thai,w8-LBp3WAgE1v_cUpXb05A,51.3658131,-0.1594123,Southeast_Asian,E09000029,Sutton,E09000029
973,thai,kylq19qAyMZs9yrmBlcsGA,51.35752769,-0.148067996,Southeast_Asian,E09000029,Sutton,E09000029
974,thai,W_XqF5hRdyxsC0l5RyWGZA,51.3581776,-0.2166461,Southeast_Asian,E09000029,Sutton,E09000029
975,thai,nV9QI8rhNkBYvmtsjQ81sw,51.3709869,-0.1944826,Southeast_Asian,E09000029,Sutton,E09000029
976,thai,e0wmxklkxgUJ9wjZ_8uHZg,51.36293642,-0.168270668,Southeast_Asian,E09000029,Sutton,E09000029
977,japanese,_NuV1clKUZ9Lm1doSuoBmw,51.3682822,-0.1625824,Japanese_Korean,E09000029,Sutton,E09000029
978,tradamerican,sRR7994Kz_sjz2MqxEQ9IQ,51.3589014,-0.2163299,American,E09000029,Sutton,E09000029
979,tradamerican,sr6yGJcluJ1bbAJU16kMfg,51.3652955,-0.1935304,American,E09000029,Sutton,E09000029
980,chinese,mqHJh8fCsNeTKjd0Dby4gg,51.3624605,-0.1219051,Chinese,E09000029,Sutton,E09000029
981,japanese,tkbW985Y-faXLvSPq3jcaQ,51.36968936,-0.124865251,Japanese_Korean,E09000029,Sutton,E09000029
982,italian,Mc68-14kLxXdNKUBXEU5YA,51.377991,-0.2401327,Italian,E09000029,Sutton,E09000029
983,mediterranean,SEXtxRP9xtFJzxYbugcWvQ,51.3795937,-0.2432523,Mediterranean,E09000029,Sutton,E09000029
984,turkish,pPOacxzQcwp_RycUOTDZyQ,51.372522,-0.226792,Mediterranean,E09000029,Sutton,E09000029
985,turkish,unYwhXqeQMvVRVElgbz7bw,51.378139,-0.240269,Mediterranean,E09000029,Sutton,E09000029
986,pakistani,JXkpLjrVIOBJ_KlHCckKgg,51.3780905,-0.2402829,Pakistani,E09000029,Sutton,E09000029
987,chinese,viEVAUBfCyiE0sR6CFt2Kw,51.370638,-0.22889,Chinese,E09000029,Sutton,E09000029
988,chinese,j674-FNPJgiE1REeh8T4tg,51.370566,-0.228835015,Chinese,E09000029,Sutton,E09000029
989,chinese,eIT1U_YjZxpnZ8OZjzt-uQ,51.37164437,-0.227647534,Chinese,E09000029,Sutton,E09000029
990,indpak,vE-Pkp2Qv5gt2k4LIHoxtg,51.3716583,-0.2287629,Indian,E09000029,Sutton,E09000029
991,newamerican,13HFHMNcdyRe7h9DdydMFA,51.3736583,-0.2254084,American,E09000029,Sutton,E09000029
992,tradamerican,QcyVDnlYPK7XV8XD7ne38A,51.37763642,-0.239743879,American,E09000029,Sutton,E09000029
993,mexican,vs1kK3ZyBnmOo39S-hiXbA,51.3715314,-0.2276057,Latin_American,E09000029,Sutton,E09000029
994,pakistani,WdAXGC5yPiznj9VDXFOeyA,51.3760079,-0.222741,Pakistani,E09000029,Sutton,E09000029
995,italian,oHktXJcT5L3IU9rm9W1Uyw,51.6606794,-0.086853,Italian,E09000010,Enfield,E09000010
996,italian,SqzbC2O5wbJ9BSmswL30ew,51.6508961,-0.0801491,Italian,E09000010,Enfield,E09000010
997,italian,kDGuMSc_y5olwFJhUtoWTA,51.6345793,-0.093729,Italian,E09000010,Enfield,E09000010
998,italian,09L0QBLX2LxJDhVk-vjYkg,51.6326589,-0.0945643,Italian,E09000010,Enfield,E09000010
999,italian,H673Y-CuCPS8qZLP5RtunQ,51.65235756,-0.080871546,Italian,E09000010,Enfield,E09000010
1000,italian,NfE08qMhk6X2j4LIPCfftQ,51.61811066,-0.109503999,Italian,E09000010,Enfield,E09000010
1001,italian,8egGtAP22rhFBqQArh4gmw,51.6313219,-0.0958376,Italian,E09000010,Enfield,E09000010
1002,italian,79RefFRO63XBgbEwNWz_eg,51.65936241,-0.087864694,Italian,E09000010,Enfield,E09000010
1003,italian,c9hhUwsWIZkcebvi_qfIxw,51.6334455,-0.130908822,Italian,E09000010,Enfield,E09000010
1004,italian,XBi-i0oiGNAK6Te_D5n7rw,51.6202385,-0.10629,Italian,E09000010,Enfield,E09000010
1005,italian,oPIwqB2OQ5rjjX-U58BJqA,51.652388,-0.081233,Italian,E09000010,Enfield,E09000010
1006,italian,cws1D2Gnsy5BHaQi-VvYbA,51.634554,-0.093763,Italian,E09000010,Enfield,E09000010
1007,italian,NvC0H3eNBZ5NK4aJPXWDzw,51.6537026,-0.0930851,Italian,E09000010,Enfield,E09000010
1008,italian,oqH7AblN_T7q5wENSEH8Qg,51.6126328,-0.120817,Italian,E09000010,Enfield,E09000010
1009,italian,CSEt4Jy7pspNsiXLykK4WA,51.61947122,-0.106800977,Italian,E09000010,Enfield,E09000010
1010,italian,NM4nwaI2gAy2wczWVKZ6nQ,51.633542,-0.130957,Italian,E09000010,Enfield,E09000010
1011,french,9qBh-P8qFSDEdrzTDrPo0w,51.65376638,-0.091774645,French,E09000010,Enfield,E09000010
1012,french,gLuwuikrkz-nRJ5aws_l6w,51.6240979,-0.1231796,French,E09000010,Enfield,E09000010
1013,french,wwZIBGpYyRg804qrN4QQJA,51.6244011,-0.1232413,French,E09000010,Enfield,E09000010
1014,spanish,kqv_sWIerU3W4mfUcaVPGw,51.6326696,-0.1269391,European_Other,E09000010,Enfield,E09000010
1015,portuguese,yt2DbDs0SkLB3dqmT544dQ,51.6520583,-0.0812782,European_Other,E09000010,Enfield,E09000010
1016,portuguese,y_U5RwE-zgweQrSUCzDU9g,51.66403033,-0.083622895,European_Other,E09000010,Enfield,E09000010
1017,african,ROnpoN95Zh2m3PGN4YKiKg,51.658319,-0.047545,African,E09000010,Enfield,E09000010
1018,mediterranean,BEPgOnvhSDSeJBn32qvvgA,51.61950871,-0.109176636,Mediterranean,E09000010,Enfield,E09000010
1019,mediterranean,Fj_b2mcFMRN8FDuB9IfydA,51.6095052,-0.1101264,Mediterranean,E09000010,Enfield,E09000010
1020,mediterranean,n0a3FnemC1AxhWQof7-zWg,51.62297753,-0.061467093,Mediterranean,E09000010,Enfield,E09000010
1021,mediterranean,7ustyxHdsJVbONZSGk5MDw,51.624352,-0.123114,Mediterranean,E09000010,Enfield,E09000010
1022,greek,loRLm8n4SH1fYMreNW9frQ,51.6264798,-0.0986869,Mediterranean,E09000010,Enfield,E09000010
1023,greek,WP-m9WI4WAAKVzDK1ALW6A,51.6190796,-0.1126615,Mediterranean,E09000010,Enfield,E09000010
1024,greek,Xc8ug4T9hwFoJ2I3O85ERw,51.6336287,-0.100945,Mediterranean,E09000010,Enfield,E09000010
1025,kebab,pw3OLJSbZluhqCpAJmxpmA,51.6316,-0.0957004,Mediterranean,E09000010,Enfield,E09000010
1026,turkish,4nbm6cu0rOfJdxHpW-Z9cA,51.62560678,-0.065060154,Mediterranean,E09000010,Enfield,E09000010
1027,turkish,LdyCwrXLZu-LHpuycvjYPQ,51.63081353,-0.055854096,Mediterranean,E09000010,Enfield,E09000010
1028,turkish,hqoej0TlQf5DaDlFMK8W6Q,51.6175474,-0.0633955,Mediterranean,E09000010,Enfield,E09000010
1029,turkish,L4jBRIW32eV_BiAGs3usYA,51.65786471,-0.048279727,Mediterranean,E09000010,Enfield,E09000010
1030,turkish,b6q1dSL1CnVGngwMS7cw3A,51.64802515,-0.046623862,Mediterranean,E09000010,Enfield,E09000010
1031,turkish,B8xQ70SGBqBgxvLt3oxGCA,51.667605,-0.04294,Mediterranean,E09000010,Enfield,E09000010
1032,turkish,WT68dSaiyOvLHExtNVAeBA,51.63445418,-0.103108703,Mediterranean,E09000010,Enfield,E09000010
1033,turkish,BYBxIv4vRlQRpxEyHG5pQw,51.6160164,-0.0731043,Mediterranean,E09000010,Enfield,E09000010
1034,turkish,4jgS2-wzv-7jeGDy-fPb_Q,51.62281,-0.06164,Mediterranean,E09000010,Enfield,E09000010
1035,turkish,-yzxlTfPwRGOftU30kurmA,51.6272789,-0.1256425,Mediterranean,E09000010,Enfield,E09000010
1036,turkish,HvtQzIblrKAAq8ukfkREnQ,51.65356848,-0.080378191,Mediterranean,E09000010,Enfield,E09000010
1037,turkish,RUPIg1ewNiOETB6-oG88DQ,51.6327817,-0.1280527,Mediterranean,E09000010,Enfield,E09000010
1038,turkish,IuxoO5C2NgTSLBj8zAMsgg,51.6246936,-0.0589553,Mediterranean,E09000010,Enfield,E09000010
1039,turkish,xbDzpzAZmD7VthOrerzv8w,51.6698951,-0.0414191,Mediterranean,E09000010,Enfield,E09000010
1040,turkish,UqBO0COqphXws7a8Dshevw,51.6112005,-0.1093051,Mediterranean,E09000010,Enfield,E09000010
1041,turkish,V8XoYmpstdkh3zYTW5ZcAA,51.61664343,-0.10925308,Mediterranean,E09000010,Enfield,E09000010
1042,pakistani,Dc2H6JQdWdoGNWxOZVOKGw,51.63675603,-0.08202761,Pakistani,E09000010,Enfield,E09000010
1043,pakistani,x-YZyybo3aDJf1_-gjaxVg,51.6515839,-0.0804085,Pakistani,E09000010,Enfield,E09000010
1044,pakistani,GH-ZqurO_wtAvIi2xO9OjQ,51.653784,-0.093491,Pakistani,E09000010,Enfield,E09000010
1045,pakistani,0ULDl5MwOj7IRvgusM3qhQ,51.6225273,-0.0616754,Pakistani,E09000010,Enfield,E09000010
1046,pakistani,h-H4abGpb6Pf4si9rBTY0A,51.6422631,-0.0678633,Pakistani,E09000010,Enfield,E09000010
1047,pakistani,7vTy6ekdoD0E7CRewUE0wA,51.63196216,-0.055047799,Pakistani,E09000010,Enfield,E09000010
1048,pakistani,0EIYKcxaaqfQX6XDwgwEqQ,51.6193114,-0.1132698,Pakistani,E09000010,Enfield,E09000010
1049,pakistani,_OQuEP639tjesWHEqOZfIA,51.659609,-0.087289,Pakistani,E09000010,Enfield,E09000010
1050,pakistani,v2QipFTkGaCetG8VrPqsow,51.632322,-0.126628,Pakistani,E09000010,Enfield,E09000010
1051,pakistani,0R2RtagkwGEa34zIerkxFA,51.66743622,-0.042406539,Pakistani,E09000010,Enfield,E09000010
1052,pakistani,6Z_LThKYuxU3KH7FmBLKoA,51.6318292,-0.0957024,Pakistani,E09000010,Enfield,E09000010
1053,mideastern,WJIU6OxOIsE3bgh3TddSYQ,51.62716196,-0.125787882,Middle_Eastern,E09000010,Enfield,E09000010
1054,mideastern,RMnbNzVbddgeRLX993w69g,51.63221911,-0.126389539,Middle_Eastern,E09000010,Enfield,E09000010
1055,chinese,YzirJAAudm4dUGStkCLjfg,51.6351624,-0.0931385,Chinese,E09000010,Enfield,E09000010
1056,chinese,4jgE0bxz7vkiesilQyd9eQ,51.650918,-0.06123,Chinese,E09000010,Enfield,E09000010
1057,chinese,FcgoHFf0JwKQuUChkzBxFg,51.6320584,-0.0549729,Chinese,E09000010,Enfield,E09000010
1058,chinese,eiQ4c9b-nE246lv8rdl3LA,51.60971726,-0.116552159,Chinese,E09000010,Enfield,E09000010
1059,chinese,eUZDn4OEIhE4rGX0L59QfA,51.63206188,-0.128620776,Chinese,E09000010,Enfield,E09000010
1060,chinese,7YYK5-_Wiv5fQ0j6QVQV7g,51.6162262,-0.1346362,Chinese,E09000010,Enfield,E09000010
1061,chinese,G5cDXvh5GL6mY-KDeCkaNw,51.616742,-0.085568,Chinese,E09000010,Enfield,E09000010
1062,chinese,EBFFKKsr0PtLmUtFNAYcYg,51.64717705,-0.132215854,Chinese,E09000010,Enfield,E09000010
1063,chinese,2HmZviXqga3jYGCrQ4pU5g,51.6181765,-0.1100973,Chinese,E09000010,Enfield,E09000010
1064,indpak,9ygXLePEhA-efs-OTsSjeQ,51.6614418,-0.0870264,Indian,E09000010,Enfield,E09000010
1065,indpak,bZ0Id5AnyoliQ4HRf8IkSw,51.6346981,-0.1029074,Indian,E09000010,Enfield,E09000010
1066,indpak,ypGCH7pze_rEhQSsX6M0aA,51.641962,-0.096444,Indian,E09000010,Enfield,E09000010
1067,indpak,DTA1ySeM6uzx33qMnhqRNQ,51.6333432,-0.1308964,Indian,E09000010,Enfield,E09000010
1068,indpak,ONDy8IOAYymwT3G_NOcwdw,51.61441917,-0.064276457,Indian,E09000010,Enfield,E09000010
1069,indpak,xUPvEFqFfCwbXQ1s82XTgg,51.6194548,-0.1137708,Indian,E09000010,Enfield,E09000010
1070,indpak,k39S-HcQ4znzdFkA2Q4YnA,51.6134822,-0.1224362,Indian,E09000010,Enfield,E09000010
1071,indpak,GMNFo5zUSqunj4QL2_zJNA,51.615933,-0.134815,Indian,E09000010,Enfield,E09000010
1072,indpak,xPienY-QCEyIms2H230C7w,51.608541,-0.110075,Indian,E09000010,Enfield,E09000010
1073,indpak,vSguXDi_2uNm-FP9oex3Sg,51.6608313,-0.057928069,Indian,E09000010,Enfield,E09000010
1074,indpak,WaHervG2Lg7Sg390bEfBFA,51.6537742,-0.093479,Indian,E09000010,Enfield,E09000010
1075,indpak,7BrBxXg0IeROzN9pJQt4WQ,51.613529,-0.122751,Indian,E09000010,Enfield,E09000010
1076,indpak,-Fnc2-wKxAt5h6Lf_rA4Nw,51.65355832,-0.080491587,Indian,E09000010,Enfield,E09000010
1077,indpak,m2gGSkgTtbVXyP5pxR6pyg,51.628537,-0.052577,Indian,E09000010,Enfield,E09000010
1078,malaysian,h8UcJsddfVK1bNLrXC3sOg,51.6346825,-0.0941386,Southeast_Asian,E09000010,Enfield,E09000010
1079,thai,Mq4s0mpgPdH4eGomgB57Sw,51.6315002,-0.09601,Southeast_Asian,E09000010,Enfield,E09000010
1080,tradamerican,rBVy170iPcXhXcOcI3otOA,51.650908,-0.0612183,American,E09000010,Enfield,E09000010
1081,tradamerican,IaXQRO0Ob4pbkgnLDltlmg,51.67981746,-0.048859652,American,E09000010,Enfield,E09000010
1082,caribbean,Gi9IXZnoY1ngg_u84TcSRg,51.6605338,-0.0579312,Latin_American,E09000010,Enfield,E09000010
1083,caribbean,HLD5p1PDW3v76hKg38ucMg,51.6337318,-0.0536757,Latin_American,E09000010,Enfield,E09000010
1084,italian,fuxmB_VuHkTCdmA4uZTPEw,51.648838,-0.1483612,Italian,E09000010,Enfield,E09000010
1085,mediterranean,woDUtX073UuM1n_RGBPwZA,51.647519,-0.1476284,Mediterranean,E09000010,Enfield,E09000010
1086,mediterranean,wCZYiA2WfnvyomrWkixVPA,51.648768,-0.14749,Mediterranean,E09000010,Enfield,E09000010
1087,greek,9xy6td0a6PYNKQoP2QfhBQ,51.650883,-0.149918,Mediterranean,E09000010,Enfield,E09000010
1088,pakistani,9yvaNyKO-0vNZ6y0GwJPVg,51.648184,-0.147021,Pakistani,E09000010,Enfield,E09000010
1089,chinese,9y57YL9Oc9BidWBDJ2BbUA,51.648184,-0.147021,Chinese,E09000010,Enfield,E09000010
1090,italian,zDj9eylGUx8vtCxkechhzA,51.3229104,-0.135774,Italian,E09000008,Croydon,E09000008
1091,chinese,lrt-a23nRS6MP-H7I6xyAw,51.32258157,-0.135634703,Chinese,E09000008,Croydon,E09000008
1092,singaporean,L5DZbTp2a7O-MU__31DbOQ,51.32062713,-0.139117284,Southeast_Asian,E09000008,Croydon,E09000008
1093,thai,JXhaNI_NpGSOlXtgdvEOug,51.319577,-0.139513,Southeast_Asian,E09000008,Croydon,E09000008
1094,italian,I-dEInoQnpQLxA5uGNBGog,51.365748,-0.099286,Italian,E09000008,Croydon,E09000008
1095,italian,j6CYUR_XMjV0HZ06o9nhNg,51.3654497,-0.095507766,Italian,E09000008,Croydon,E09000008
1096,italian,-iSADD5VzGevSN5rl2p-MA,51.3711735,-0.100644,Italian,E09000008,Croydon,E09000008
1097,italian,OB6kCd4uv8uI9fCb96_DLw,51.3378697,-0.1153992,Italian,E09000008,Croydon,E09000008
1098,italian,NWAqcdKSnzIRO7lMvPGk0w,51.3657376,-0.0992744,Italian,E09000008,Croydon,E09000008
1099,italian,h4BaLyr-VHwYtN8-Ens0sg,51.375558,-0.099282,Italian,E09000008,Croydon,E09000008
1100,italian,EYU6n7BLkczVoVx0oeGLZA,51.3769994,-0.1232275,Italian,E09000008,Croydon,E09000008
1101,italian,0-ZutEyxQQT_sYK2twkb-A,51.385031,-0.097783,Italian,E09000008,Croydon,E09000008
1102,italian,qkQY4MK5B7J4Nz1c39czfg,51.41883318,-0.082471252,Italian,E09000008,Croydon,E09000008
1103,italian,HZ0ZzvQYAnVELZrfCq2FqA,51.37897276,-0.122295632,Italian,E09000008,Croydon,E09000008
1104,italian,ekYx5UXw63mYOKzeWALMpg,51.373213,-0.102713,Italian,E09000008,Croydon,E09000008
1105,italian,YJkcal5uk5UABKFanz0XpA,51.3932883,-0.1149677,Italian,E09000008,Croydon,E09000008
1106,italian,qyx2U79wQg5dpEoZl6MV4Q,51.3395162,-0.1155325,Italian,E09000008,Croydon,E09000008
1107,italian,sbJzfSI8oE3ofBcvDhk2Nw,51.35217354,-0.038317234,Italian,E09000008,Croydon,E09000008
1108,italian,l4feHQPm3jhUF8lPAo7tyw,51.365658,-0.098758,Italian,E09000008,Croydon,E09000008
1109,italian,SKJ6w25SMo8QMKw1Gi0I5Q,51.37818301,-0.125128405,Italian,E09000008,Croydon,E09000008
1110,italian,cfPiAlGNuCu0guGdHC3W1w,51.3725219,-0.100617,Italian,E09000008,Croydon,E09000008
1111,italian,t3fnyWyqN3Mfa4t5GHvrXQ,51.41819078,-0.0824413,Italian,E09000008,Croydon,E09000008
1112,italian,I0n1JuEoDn0b2tCZPJ1DDg,51.3393092,-0.1172707,Italian,E09000008,Croydon,E09000008
1113,italian,nKjOw256E4_xq2JvURj6Jg,51.3798338,-0.085743,Italian,E09000008,Croydon,E09000008
